#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-04-03T15:28:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ551ead82562d	
#INFO	-out.max=99999	
#INFO	queryParameters=14	
#-oc.form=sexa
#-out.max=99999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-out=Name
#-out=Type
#-out=size
#-out=mag
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(A7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
#Column	Type	(A3)	Object classification (1)	[ucd=src.class]
#Column	size	(F5.1)	? Largest dimension	[ucd=phys.angSize]
#Column	mag	(F4.1)	? Integrated magnitude, visual or photographic (see n_mag)	[ucd=phot.mag;em.opt]
_RAJ2000	_DEJ2000	Name	Type	size	mag
07 59 36.1	+24 55 00	I2215	 OC	     	
07 59 48.1	+05 37 00	 2504	 Gx	     	14.0
07 59 48.1	+25 21 00	I 482	 Gx	  0.6	15.0
07 59 54.1	+25 55 00	I 483	   	     	
07 59 54.1	+26 40 00	I 484	 Gx	     	15.0
07 59 54.1	+33 18 00	I2214	 Gx	  0.8	14.0
08 00 12.1	-10 47 00	 2506	 OC	  7.0	 7.6
08 00 18.1	+26 42 00	I 485	 Gx	  1.4	15.0
08 00 18.1	+26 37 00	I 486	 Gx	  1.0	15.0
08 00 24.0	+39 50 00	 2493	 Gx	  2.5	13.0
08 00 36.0	+39 50 00	 2495	 Gx	  0.4	
08 00 36.1	+22 24 00	 2503	 Gx	     	15.0
08 00 42.1	-19 04 00	 2509	 OC	  8.0	 9.0
08 00 48.1	+25 54 00	I 488	   	     	
08 00 48.1	+27 30 00	I2217	 Gx	  0.6	14.0
08 01 36.1	+15 43 00	 2507	 Gx	  2.5	14.0
08 01 36.1	+26 00 00	I 489	   	     	
08 01 36.1	+24 26 00	I2218	 Gx	     	16.0
08 01 48.0	+56 34 00	 2488	 Gx	     	14.0
08 01 54.0	+50 44 00	 2500	 Gx	  2.9	11.6
08 02 00.1	+08 34 00	 2508	 Gx	     	14.0
08 02 12.1	+09 29 00	 2510	 Gx	     	14.0
08 02 18.0	+56 57 00	 2497	 Gx	     	14.0
08 02 18.1	+09 24 00	 2511	 Gx	     	15.0
08 02 30.1	+09 25 00	 2513	 Gx	     	13.0
08 02 30.1	-28 11 00	 2520	   	     	
08 02 36.1	+27 27 00	I2219	 Gx	  1.5	14.0
08 02 48.1	+15 49 00	 2514	 Gx	  1.4	14.0
08 02 48.1	-12 19 00	 2517	 Gx	  0.8	12.3
08 03 06.1	+23 24 00	 2512	 Gx	  1.7	14.0
08 03 18.1	+25 48 00	I 490	 Gx	     	16.0
08 03 24.1	+20 11 00	 2515	   	     	
08 03 48.1	+26 32 00	I 491	 Gx	     	15.0
08 04 00.0	+53 34 00	 2505	 Gx	     	14.0
08 05 06.1	+37 27 00	I2221	   	     	
08 05 12.1	+37 29 00	I2222	   	     	
08 05 18.1	-28 10 00	 2527	 OC	 22.0	 6.5
08 05 36.1	-11 26 00	 2525	 Gx	  2.9	11.6
08 05 42.1	+26 10 00	I 492	 Gx	  1.3	
08 05 48.1	+37 28 00	I2223	   	     	
08 05 48.1	+37 28 00	I2224	   	     	
08 06 06.1	+17 43 00	 2522	 Gx	     	14.0
08 06 12.1	+12 32 00	I2226	 Gx	  1.4	
08 06 24.1	+01 02 00	I 494	 Gx	  1.4	14.0
08 06 24.1	+35 56 00	I2225	   	     	
08 06 54.1	+08 01 00	 2526	 Gx	     	14.0
08 07 00.1	-29 54 00	 2533	 OC	  4.0	 7.6
08 07 06.1	+08 02 00	I2228	 Gx	  0.4	15.0
08 07 18.0	+51 09 00	 2518	 Gx	     	14.0
08 07 18.1	+36 02 00	I2227	   	     	
08 07 24.0	+39 13 00	 2528	 Gx	     	13.0
08 07 24.1	+25 06 00	I 493	   	     	
08 07 48.1	+17 50 00	 2529	 Gx	     	14.0
08 07 54.1	+17 49 00	 2530	   	     	
08 08 00.0	+51 07 00	 2519	   	     	
08 08 00.1	+17 49 00	 2531	   	     	
08 08 06.1	+39 10 00	 2524	 Gx	     	13.0
08 08 18.1	+09 00 00	I 495	 Gx	     	15.0
08 08 48.0	+57 46 00	 2521	 Gx	  1.5	14.0
08 09 24.1	+05 16 00	I 498	 Gx	  1.4	15.0
08 09 42.1	+25 52 00	I 496	 Gx	  0.3	15.0
08 09 42.1	+25 53 00	I2229	   	     	
08 10 06.1	+24 53 00	I 497	 Gx	  0.5	15.0
08 10 12.1	+33 57 00	 2532	 Gx	  2.2	12.4
08 10 42.1	-12 50 00	 2539	 OC	 22.0	 6.5
08 10 42.0	-49 16 00	 2547	 OC	 20.0	 4.7
08 10 54.1	+25 41 00	I2230	 Gx	     	16.0
08 11 00.1	+05 05 00	I2231	 Gx	  2.0	15.0
08 11 12.1	+25 12 00	 2535	 Gx	  3.0	12.6
08 11 18.1	+25 11 00	 2536	 Gx	  0.9	14.1
08 11 18.1	-12 56 00	 2542	  -	     	
08 11 24.1	+03 37 00	 2538	 Gx	     	14.0
08 12 24.1	-37 38 00	 2546	 OC	 41.0	 6.3
08 12 36.1	-16 03 00	I 500	 Gx	  0.7	15.0
08 12 48.1	+26 21 00	 2540	 Gx	     	14.0
08 12 54.0	+55 40 00	 2534	 Gx	  1.7	14.0
08 12 54.1	+36 15 00	I2232	   	     	
08 13 00.1	+36 15 00	 2543	 Gx	  2.5	13.0
08 13 12.0	+46 00 00	 2537	 Gx	  1.7	11.7
08 13 36.1	+24 05 00	I2235	   	     	
08 13 36.1	+24 03 00	I2236	   	     	
08 13 48.1	-05 48 00	 2548	 OC	 54.0	 5.8
08 13 54.1	+35 30 00	I2234	   	     	
08 14 00.0	+45 44 00	I2233	 Gx	  4.7	13.0
08 14 06.1	+24 41 00	I2237	   	     	
08 14 06.1	+24 40 00	I2238	   	     	
08 14 06.1	+23 52 00	I2239	 Gx	  1.0	15.0
08 14 12.1	+21 21 00	 2545	 Gx	  2.2	12.4
08 14 42.0	+49 04 00	 2541	 Gx	  6.6	11.8
08 14 48.1	+24 28 00	I2240	   	     	
08 15 00.0	+73 35 00	 2523	 Gx	  3.0	12.0
08 15 06.1	+24 08 00	I2241	   	     	
08 15 12.1	+24 08 00	I2242	   	     	
08 15 18.1	+23 58 00	I2243	   	     	
08 15 24.1	+24 33 00	I2244	   	     	
08 15 30.1	+24 32 00	I2245	   	     	
08 16 00.1	+23 51 00	I2246	   	     	
08 16 06.1	+24 12 00	I2247	   	     	
08 16 06.1	+23 08 00	I2248	 Gx	  0.4	15.0
08 16 30.1	+23 38 00	I2250	   	     	
08 16 30.1	+21 25 00	I2253	 Gx	     	15.0
08 16 36.1	+24 30 00	I2249	   	     	
08 16 42.1	+23 57 00	I2251	   	     	
08 16 42.1	+24 42 00	I2252	   	     	
08 16 42.1	+24 47 00	I2254	 Gx	     	15.0
08 16 42.1	+23 27 00	I2255	   	     	
08 16 48.1	+24 11 00	I2256	 Gx	  0.6	15.0
08 17 06.1	-27 28 00	 2559	 Gx	  5.6	
08 17 12.1	+23 39 00	I2257	   	     	
08 17 18.1	+23 35 00	I2258	   	     	
08 17 18.1	+23 34 00	I2259	   	     	
08 17 24.1	+18 27 00	I2262	  ?	     	
08 17 30.1	+24 40 00	I2260	   	     	
08 17 36.1	+23 31 00	I2261	   	     	
08 17 42.1	+20 54 00	 2553	 Gx	     	15.0
08 17 42.1	+23 35 00	I2263	   	     	
08 17 42.1	+18 25 00	I2266	  ?	     	
08 17 48.1	+23 43 00	I2264	   	     	
08 17 48.1	+24 12 00	I2265	   	     	
08 17 54.1	+23 28 00	 2554	 Gx	  3.4	14.0
08 18 00.1	+00 44 00	 2555	 Gx	     	13.0
08 18 00.1	-37 06 00	 2568	 OC	     	
08 18 00.1	+24 44 00	I2267	 Gx	  2.3	15.0
08 18 00.1	+19 06 00	I2270	  ?	     	
08 18 06.1	+24 48 00	I2268	 Gx	     	15.0
08 18 06.1	+18 44 00	I2272	  ?	     	
08 18 12.1	+23 03 00	I2269	 Gx	     	16.0
08 18 12.1	+18 24 00	I2273	  ?	     	
08 18 12.1	+18 40 00	I2274	***	     	
08 18 12.1	+18 25 00	I2275	  ?	     	
08 18 24.1	+24 31 00	I2271	 Gx	     	15.0
08 18 30.1	+18 29 00	I2276	  ?	     	
08 18 30.1	+18 39 00	I2277	  ?	     	
08 18 36.1	-21 49 00	 2564	 Gx	     	
08 18 36.1	-30 38 00	 2567	 OC	 10.0	 7.4
08 18 36.1	+18 28 00	I2278	  ?	     	
08 18 36.1	+18 34 00	I2279	  ?	     	
08 18 42.1	-25 29 00	 2566	 Gx	  3.1	15.0
08 18 42.1	+18 27 00	I2280	  ?	     	
08 18 48.1	+24 32 00	I 501	 Gx	     	15.0
08 18 48.1	-25 22 00	I2311	 Gx	  2.2	
08 18 54.1	-29 44 00	 2571	 OC	 13.0	 7.0
08 18 54.1	+18 55 00	I2281	  ?	     	
08 19 00.0	+57 48 00	 2549	 Gx	  4.2	11.1
08 19 00.1	+18 36 00	I2284	  ?	     	
08 19 06.1	+18 55 00	I2285	   	     	
08 19 06.1	+18 57 00	I2286	   	     	
08 19 06.1	+19 24 00	I2287	   	     	
08 19 06.1	+18 32 00	I2289	  ?	     	
08 19 12.1	+20 55 00	 2556	 Gx	     	15.0
08 19 12.1	+21 27 00	 2557	 Gx	  1.4	15.0
08 19 18.0	+50 01 00	 2552	 Gx	  3.2	12.2
08 19 18.1	+24 48 00	I2282	   	     	
08 19 18.1	+24 47 00	I2283	   	     	
08 19 18.1	+23 46 00	I2288	 Gx	  0.3	15.0
08 19 18.1	+19 19 00	I2290	  ?	     	
08 19 18.1	+18 30 00	I2291	  ?	     	
08 19 24.1	+20 30 00	 2558	 Gx	     	14.0
08 19 24.1	+19 34 00	I2292	   	     	
08 19 24.1	+18 59 00	I2294	   	     	
08 19 24.1	+18 25 00	I2295	   	     	
08 19 30.1	+18 54 00	I2296	   	     	
08 19 36.1	+04 39 00	 2561	 Gx	     	14.0
08 19 36.1	+21 23 00	I2293	 Gx	  0.8	15.0
08 19 48.1	+22 02 00	 2565	 Gx	  1.9	14.0
08 19 54.1	+20 59 00	 2560	 Gx	  1.7	15.0
08 20 06.1	+18 23 00	I2297	   	     	
08 20 06.1	+18 24 00	I2298	   	     	
08 20 12.1	+19 20 00	I2299	   	     	
08 20 12.1	+18 25 00	I2300	   	     	
08 20 12.1	+18 26 00	I2301	   	     	
08 20 18.1	+19 21 00	I2302	   	     	
08 20 18.1	+19 25 00	I2303	   	     	
08 20 24.1	+21 08 00	 2562	 Gx	  1.4	12.9
08 20 36.1	+21 04 00	 2563	 Gx	  2.3	12.3
08 20 36.1	+19 26 00	I2304	   	     	
08 20 42.1	+19 27 00	I2305	   	     	
08 20 42.1	+19 07 00	I2306	   	     	
08 20 42.1	+19 26 00	I2307	   	     	
08 20 48.1	-08 57 00	 2574	 Gx	     	14.0
08 20 48.1	+18 23 00	I2309	 Gx	     	16.0
08 20 48.1	+18 28 00	I2310	   	     	
08 20 54.1	+19 21 00	I2308	 Gx	  0.3	16.0
08 20 54.1	+18 31 00	I2312	   	     	
08 20 54.1	+18 31 00	I2313	   	     	
08 21 06.1	-36 11 00	 2579	C+N	 10.0	 7.5
08 21 06.1	+18 46 00	I2314	   	     	
08 21 12.1	+18 55 00	I2315	   	     	
08 21 18.1	+19 46 00	I2316	   	     	
08 21 24.1	+19 08 00	 2572	 Gx	     	15.0
08 21 24.1	-13 19 00	 2578	 Gx	  2.4	12.4
08 21 24.1	+18 51 00	I2317	   	     	
08 21 24.1	+03 10 00	I2327	 Gx	  1.5	14.0
08 21 30.1	+20 52 00	 2569	 Gx	     	15.0
08 21 30.1	+20 55 00	 2570	 Gx	     	15.0
08 21 30.1	+18 37 00	I2318	   	     	
08 21 36.1	-30 19 00	 2580	 OC	  8.0	10.0
08 21 36.1	+18 29 00	I2319	   	     	
08 21 36.1	+18 40 00	I2320	   	     	
08 21 42.0	+73 59 00	 2544	 Gx	  1.1	12.0
08 21 42.1	+18 28 00	I2321	   	     	
08 21 42.1	+18 29 00	I2322	   	     	
08 21 42.1	+18 37 00	I2323	   	     	
08 22 00.1	+08 45 00	I 502	 Gx	  0.4	15.0
08 22 00.1	+19 12 00	I2324	   	     	
08 22 06.1	+18 55 00	I2325	   	     	
08 22 12.1	+03 15 00	I 503	 Gx	  1.1	14.0
08 22 12.1	+19 01 00	I2326	   	     	
08 22 18.1	+19 37 00	I2328	   	     	
08 22 24.1	+19 24 00	I2329	 Gx	  2.2	15.0
08 22 24.1	+18 51 00	I2330	   	     	
08 22 36.1	+04 15 00	I 504	 Gx	  1.1	14.0
08 22 36.1	+19 41 00	I2331	   	     	
08 22 42.1	+22 33 00	 2577	 Gx	  2.1	13.0
08 22 42.1	+19 55 00	I2332	   	     	
08 22 48.1	+24 17 00	 2575	 Gx	  2.5	14.0
08 22 54.1	+25 44 00	 2576	 Gx	     	15.0
08 23 00.1	+19 05 00	I2333	   	     	
08 23 00.1	+18 37 00	I2334	   	     	
08 23 06.1	+19 25 00	I2335	   	     	
08 23 12.1	-05 01 00	 2583	 Gx	  0.7	13.5
08 23 12.1	-05 00 00	 2584	 Gx	     	14.0
08 23 12.1	-32 59 00	 2588	 OC	  2.0	12.0
08 23 18.1	+04 22 00	I 505	 Gx	  1.4	15.0
08 23 18.1	+18 32 00	I2336	   	     	
08 23 18.1	+18 32 00	I2337	   	     	
08 23 24.1	-04 56 00	 2585	 Gx	     	14.0
08 23 24.1	+04 18 00	I 506	 Gx	  0.4	15.0
08 23 30.1	-29 30 00	 2587	 OC	  9.0	 9.0
08 23 30.1	+18 35 00	I2342	   	     	
08 23 36.1	+21 20 00	I2338	 Gx	  0.6	
08 23 36.1	+21 20 00	I2339	 Gx	  1.2	
08 23 36.1	+18 44 00	I2340	 Gx	  0.8	15.0
08 23 42.1	+21 26 00	I2341	 Gx	  1.6	
08 23 54.1	+19 01 00	I2343	   	     	
08 23 54.1	+18 39 00	I2344	   	     	
08 24 06.1	+19 57 00	I2345	   	     	
08 24 12.1	+19 42 00	I2346	   	     	
08 24 12.1	+18 46 00	I2347	   	     	
08 24 12.1	-18 46 00	I2367	 Gx	  2.3	
08 24 18.1	+19 00 00	I2349	   	     	
08 24 24.1	-04 56 00	 2586	***	     	15.0
08 24 24.1	+20 32 00	I2348	 Gx	  0.6	16.0
08 24 30.1	+18 35 00	 2581	 Gx	     	14.0
08 24 30.1	-08 46 00	 2589	  -	     	
08 24 30.1	+19 33 00	I2350	   	     	
08 24 36.0	+74 01 00	 2550	 Gx	  1.2	13.0
08 24 36.1	+18 36 00	I2351	 Gx	  1.1	14.0
08 24 36.1	+18 39 00	I2353	   	     	
08 24 42.1	+19 36 00	I2352	   	     	
08 24 42.1	+18 40 00	I2354	   	     	
08 24 48.0	+73 25 00	 2551	 Gx	  1.9	12.0
08 24 54.1	+20 28 00	I2355	   	     	
08 25 00.1	+19 30 00	I2356	   	     	
08 25 06.1	-00 36 00	 2590	 Gx	     	14.0
08 25 06.1	+19 31 00	I2357	   	     	
08 25 06.1	+19 30 00	I2358	   	     	
08 25 12.1	+19 27 00	I2360	   	     	
08 25 18.1	+20 20 00	 2582	 Gx	  1.3	14.0
08 25 18.1	+20 20 00	I2359	 Gx	  1.1	14.0
08 25 30.0	-68 07 00	 2601	 Gx	  2.0	
08 25 36.1	-00 27 00	I 507	  ?	     	
08 25 42.1	+27 53 00	I2361	 Gx	  1.7	15.0
08 25 42.1	+19 57 00	I2362	   	     	
08 25 48.1	+19 27 00	I2363	 Gx	     	
08 25 54.1	+19 46 00	I2364	   	     	
08 26 00.1	+19 53 00	I2368	   	     	
08 26 18.1	+27 52 00	I2365	   	     	
08 26 18.1	+27 50 00	I2366	 Gx	  1.4	15.0
08 26 18.1	+20 14 00	I2369	   	     	
08 26 18.1	-13 18 00	I2375	   	     	
08 26 24.1	+19 38 00	I2370	   	     	
08 26 24.1	-13 18 00	I2377	   	     	
08 26 24.1	-13 18 00	I2379	   	     	
08 26 36.1	+19 48 00	I2371	   	     	
08 26 42.1	+19 53 00	I2372	   	     	
08 26 48.1	+17 22 00	 2593	 Gx	     	15.0
08 26 54.1	+20 22 00	I2373	 Gx	  1.4	15.0
08 27 06.1	+25 58 00	 2592	 Gx	     	13.0
08 27 18.1	+25 52 00	 2594	 Gx	     	15.0
08 27 24.1	+17 17 00	 2596	 Gx	     	14.0
08 27 42.1	+21 29 00	 2595	 Gx	  3.1	14.0
08 28 18.1	+30 26 00	I2374	   	     	
08 28 24.1	+25 07 00	I 508	 Gx	     	15.0
08 28 24.1	+30 24 00	I2376	   	     	
08 28 24.1	+19 47 00	I2381	   	     	
08 28 30.1	+30 26 00	I2378	 Gx	  0.9	
08 28 36.1	+30 25 00	I2380	 Gx	  0.4	15.0
08 28 42.1	+22 04 00	I2382	 Gx	  0.4	15.0
08 29 30.0	-61 06 00	 2609	 OC	     	
08 29 36.1	+30 41 00	I2383	 Gx	     	16.0
08 30 00.1	+21 30 00	 2597	 Gx	  1.4	15.0
08 30 00.1	+21 29 00	 2598	 Gx	  1.3	13.7
08 32 00.1	+24 00 00	I 509	 Gx	  1.9	
08 32 06.1	-02 10 00	I 510	 Gx	  1.1	15.0
08 32 12.1	+22 34 00	 2599	 Gx	  2.4	13.0
08 33 00.1	-12 21 00	I 513	 Gx	  0.6	14.0
08 33 18.1	+29 33 00	 2604	 Gx	     	13.0
08 33 24.1	-16 09 00	 2610	 Pl	  0.6	14.0
08 33 24.1	-22 58 00	 2613	 Gx	  7.2	10.4
08 33 48.1	-13 09 00	 2612	 Gx	  3.2	13.0
08 33 54.1	+26 59 00	 2607	 Gx	     	15.0
08 34 30.1	+32 26 00	I2384	 Gx	  0.4	16.0
08 34 36.1	-02 32 00	 2615	 Gx	     	13.0
08 34 48.0	+52 44 00	 2600	 Gx	     	15.0
08 34 48.1	+25 49 00	I2386	   	     	
08 35 06.1	+37 17 00	I2385	 Gx	  0.6	15.0
08 35 12.0	+52 50 00	 2602	 Gx	     	15.0
08 35 18.1	+28 28 00	 2608	 Gx	  2.5	12.1
08 35 24.0	+52 51 00	 2605	  -	     	
08 35 24.1	-02 03 00	I 514	 Gx	     	15.0
08 35 30.0	+52 47 00	 2603	 Gx	     	15.0
08 35 30.1	+25 02 00	 2611	 Gx	     	15.0
08 35 30.1	-01 54 00	I 515	 Gx	  1.2	16.0
08 35 36.1	-01 51 00	 2616	 Gx	  1.3	12.6
08 35 36.1	-40 40 00	 2626	 Nb	  5.0	
08 35 42.0	+52 48 00	 2606	 Gx	     	15.0
08 35 42.1	-04 03 00	 2617	 Gx	     	15.0
08 35 48.1	-01 52 00	I 516	 Gx	     	16.0
08 36 12.1	+00 42 00	 2618	 Gx	     	14.0
08 36 18.1	-02 04 00	I 517	 Gx	     	15.0
08 37 06.1	+00 41 00	I 518	 OC	     	
08 37 18.1	-29 57 00	 2627	 OC	 11.0	 8.0
08 37 24.0	+78 02 00	 2591	 Gx	  3.2	13.0
08 37 24.0	-55 07 00	 2640	 Gx	  2.5	
08 37 30.1	+24 57 00	 2620	 Gx	     	15.0
08 37 36.1	+28 43 00	 2619	 Gx	     	13.0
08 37 42.1	+25 00 00	 2621	 Gx	     	15.0
08 38 06.1	+19 44 00	 2624	 Gx	     	14.0
08 38 18.1	+24 55 00	 2622	 Gx	     	15.0
08 38 24.1	+25 45 00	 2623	 Gx	  0.6	13.8
08 38 24.1	+19 42 00	 2625	 Gx	  0.4	
08 38 30.1	-34 46 00	 2635	 OC	  3.0	11.2
08 38 36.1	+30 47 00	I2387	 Gx	  1.2	15.0
08 38 54.0	-46 13 00	 2645	  -	     	
08 40 00.1	+19 38 00	I2388	 Gx	     	16.0
08 40 06.1	+19 59 00	 2632	 OC	 95.0	 3.1
08 40 12.0	-53 04 00	I2391	 OC	 50.0	 2.5
08 40 30.1	+23 33 00	 2628	 Gx	     	14.0
08 40 36.1	+02 36 00	I 519	 Gx	     	15.0
08 40 42.1	-04 07 00	 2642	 Gx	  2.3	13.0
08 40 48.0	+73 29 00	I 511	 Gx	  1.7	
08 41 06.1	+19 42 00	 2637	 Gx	     	
08 41 06.0	-48 12 00	I2395	 OC	  8.0	 4.6
08 41 30.1	+04 59 00	 2644	 Gx	     	13.0
08 41 42.1	+19 43 00	 2643	 Gx	     	
08 41 48.1	+19 42 00	I2390	 Gx	     	16.0
08 42 12.0	-47 09 00	 2660	 OC	  4.0	 8.8
08 42 24.1	+37 13 00	 2638	 Gx	     	13.0
08 42 36.1	+19 40 00	 2647	 Gx	     	15.0
08 42 36.0	-44 57 00	 2659	 OC	  3.0	 8.6
08 42 42.1	+14 17 00	 2648	 Gx	  3.6	13.0
08 42 48.0	+72 59 00	 2614	 Gx	  2.8	14.0
08 43 18.1	-03 37 00	 2652	  -	     	
08 43 24.1	-32 39 00	 2658	 OC	 12.0	 9.0
08 43 36.0	+50 12 00	 2639	 Gx	  2.0	11.8
08 44 00.1	+11 47 00	 2651	 Gx	     	15.0
08 44 06.1	+34 43 00	 2649	 Gx	  1.9	13.0
08 44 30.1	+18 17 00	I2392	 Gx	     	
08 44 54.0	-52 58 00	 2669	 OC	 12.0	 6.1
08 45 06.1	-33 48 00	 2663	 Gx	     	
08 45 24.0	+73 02 00	 2630	 Gx	     	16.0
08 45 24.1	+09 40 00	 2657	 Gx	     	14.0
08 45 30.0	-48 47 00	 2670	 OC	  9.0	 7.8
08 45 42.1	-15 08 00	 2662	 Gx	     	15.0
08 45 59.8	+85 43 00	I 499	 Gx	  1.9	14.0
08 46 00.1	+12 38 00	 2661	 Gx	     	14.0
08 46 00.1	-19 17 00	 2665	 Gx	     	13.0
08 46 12.1	-41 53 00	 2671	 OC	  4.0	12.0
08 46 12.1	-15 21 00	I2403	   	     	
08 46 42.1	+17 39 00	I2396	 D*	     	
08 46 42.1	+17 40 00	I2397	  ?	     	
08 46 42.1	+17 45 00	I2398	 Gx	     	
08 46 48.1	+02 33 00	I 521	   	     	
08 46 48.1	+28 11 00	I2393	 Gx	  1.4	15.0
08 47 06.0	+73 00 00	 2631	 Gx	  0.8	14.0
08 47 06.1	+28 16 00	I2394	 Gx	  1.7	15.0
08 47 12.0	+72 59 00	 2629	 Gx	  2.6	13.0
08 47 12.1	+12 36 00	 2664	  -	     	
08 47 48.0	+53 52 00	 2656	 Gx	  1.5	13.3
08 47 48.1	+18 54 00	I2399	 Gx	     	
08 48 00.0	+73 32 00	I2389	 Gx	  1.7	13.4
08 48 00.1	+38 06 00	I2400	 Gx	  0.6	15.0
08 48 06.0	+74 06 00	 2633	 Gx	  2.6	11.9
08 48 06.0	+72 54 00	 2641	 Gx	     	15.0
08 48 06.1	+37 45 00	I2401	 Gx	  1.3	15.0
08 48 06.1	+31 49 00	I2402	 Gx	  0.4	15.0
08 48 06.1	+29 30 00	I2404	 Gx	     	15.0
08 48 06.1	+17 42 00	I2406	 Gx	     	
08 48 06.1	+17 37 00	I2407	 Gx	     	
08 48 12.1	-14 17 00	 2674	  -	     	
08 48 18.1	+19 01 00	 2667	 Gx	     	15.0
08 48 18.1	+19 02 00	I2408	  *	     	
08 48 24.0	+73 58 00	 2634	 Gx	  2.2	13.0
08 48 24.0	+73 40 00	 2636	 Gx	  0.5	14.0
08 48 24.1	+18 20 00	I2409	 Gx	     	
08 48 30.1	+19 01 00	I2410	 Gx	     	
08 48 30.1	+19 03 00	I2411	 Gx	     	
08 48 42.1	+37 14 00	I2405	 Gx	  0.4	15.0
08 49 12.0	+60 13 00	 2654	 Gx	  4.3	11.8
08 49 18.1	+19 04 00	 2672	 Gx	  2.6	11.6
08 49 24.1	+36 41 00	 2668	 Gx	     	15.0
08 49 24.1	+19 04 00	 2673	 Gx	  1.4	12.9
08 49 24.1	+18 33 00	I2412	 D*	     	
08 49 30.1	+18 45 00	I2413	 D*	     	
08 49 48.1	+18 48 00	I2414	 Gx	     	
08 50 00.0	+70 18 00	 2650	 Gx	  1.9	14.0
08 50 00.0	+47 03 00	 2666	  -	     	
08 50 00.1	+19 00 00	 2677	 Gx	     	15.0
08 50 00.1	+18 39 00	I2415	***	     	
08 50 12.1	+11 20 00	 2678	  -	     	
08 50 24.0	+73 28 00	 2646	 Gx	  1.7	12.0
08 50 24.1	+11 49 00	 2682	 OC	 30.0	 6.9
08 50 30.1	+18 34 00	I2416	 D*	     	
08 51 12.1	+18 48 00	I2417	 Gx	     	
08 51 24.1	+17 57 00	I2418	 Gx	     	
08 51 30.0	+47 33 00	 2676	 Gx	  1.5	14.0
08 51 30.1	+30 52 00	 2679	 Gx	     	14.0
08 51 30.1	+30 52 00	 2680	 Gx	     	14.0
08 51 30.1	+03 05 00	I2420	 Gx	     	15.0
08 51 54.0	+53 36 00	 2675	 Gx	     	14.0
08 52 12.1	+18 06 00	I2419	  *	     	
08 52 42.1	+33 25 00	 2683	 Gx	  9.3	 9.7
08 52 42.1	-02 37 00	 2690	 Gx	     	14.0
08 53 12.1	+09 09 00	I 523	 Gx	  1.4	15.0
08 53 30.0	+51 19 00	 2681	 Gx	  3.8	10.3
08 53 30.0	-59 13 00	 2714	 Gx	     	
08 53 42.0	+73 29 00	I 520	 Gx	  2.3	13.0
08 54 24.1	-04 59 00	 2696	  -	     	
08 54 24.1	+32 41 00	I2421	 Gx	  2.6	
08 54 24.1	+20 14 00	I2422	 Gx	  0.4	16.0
08 54 30.1	-03 05 00	 2695	 Gx	     	13.0
08 54 30.0	+57 10 00	I 522	 Gx	  1.0	14.0
08 54 48.0	+49 08 00	 2684	 Gx	     	13.0
08 54 48.1	+39 32 00	 2691	 Gx	  1.6	14.0
08 54 48.1	+20 14 00	I2423	 Gx	  1.1	15.0
08 54 54.0	+49 08 00	 2686	 Gx	     	16.0
08 55 00.0	+49 09 00	 2687	 Gx	     	17.0
08 55 06.1	-03 00 00	 2697	 Gx	     	13.0
08 55 12.0	+49 09 00	 2689	 Gx	     	
08 55 18.0	+49 06 00	 2688	 Gx	     	16.0
08 55 36.0	+78 25 00	 2653	Ast	     	
08 55 36.0	+78 13 00	 2655	 Gx	  5.1	10.1
08 55 36.0	+58 44 00	 2685	 Gx	  5.2	11.1
08 55 36.1	-03 11 00	 2698	 Gx	  1.8	13.0
08 55 42.1	-05 06 00	 2700	  -	     	
08 55 48.1	-03 24 00	I2425	  *	     	
08 55 54.1	-03 09 00	 2699	 Gx	     	13.0
08 55 54.1	-03 03 00	 2702	  *	     	
08 55 54.1	-03 17 00	 2703	 D*	     	
08 56 00.1	-03 00 00	 2705	  *	     	
08 56 06.1	-03 22 00	 2708	 Gx	  3.0	14.0
08 56 12.1	-03 04 00	 2707	  *	     	
08 56 18.1	-02 35 00	 2706	 Gx	     	14.0
